expression,full_form,shorthand,kboth,kneither,contrast,stative,negated_p,Kp,question,fc,can_express,evidence,negation,comments,source_file,ref,words,glosses,translation,comment,questionnaire
mana,mana,conj-contrast-epi,1,0,1,0,0,1,0,0,?,"Igbo_Evi_6,Igbo_Evi_39",neither,"Conflicting or uncertain evidence: *, felicitous",Igbo,NA,NA,NA,NA,NA,NA
mana,mana,conj-contrast-negp-epi,1,0,1,0,1,1,0,0,1,Igbo_Evi_8,neither,,Igbo,NA,NA,NA,NA,NA,NA
mana,mana,conj-contrast-negp-sta,1,0,1,1,1,1,0,0,1,Igbo_Evi_7,neither,,Igbo,NA,NA,NA,NA,NA,NA
mana,mana,conj-contrast-sta,1,0,1,1,0,1,0,0,1,Igbo_Evi_5,neither,,Igbo,NA,NA,NA,NA,NA,NA
mana,mana,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,Igbo_Evi_36,neither,,Igbo,NA,NA,NA,NA,NA,NA
mana,mana,disj-nspk-sta-inc,?,0,,1,0,0,0,0,0,Igbo_Evi_37,neither,,Igbo,NA,NA,NA,NA,NA,NA
mana,mana,disj-spk,0,0,,1,0,1,0,0,0,Igbo_Evi_35,neither,,Igbo,NA,NA,NA,NA,NA,NA
mana,mana,neither-sta,0,1,,1,0,0,0,0,0,Igbo_Evi_38,neither,,Igbo,NA,NA,NA,NA,NA,NA
na,na,conj-nocontrast-sta,1,0,0,1,0,1,0,0,1,Igbo_Evi_2,neither,,Igbo,NA,NA,NA,NA,NA,NA
na,na,disj-nspk-sta-inc,?,0,,1,0,0,0,0,0,Igbo_Evi_26,neither,,Igbo,NA,NA,NA,NA,NA,NA
na,na,disj-spk,0,0,,1,0,1,0,0,?,Igbo_Evi_23,neither,Conflicting or uncertain evidence: ??,Igbo,NA,NA,NA,NA,NA,NA
na,na,neither-sta,0,1,,1,0,0,0,0,0,Igbo_Evi_28,neither,,Igbo,NA,NA,NA,NA,NA,NA
"nwere ike ... ,ma o bu",nwere ike ... ma o bu,disj-nspk-epi,0,0,1,0,0,0,0,0,?,"Igbo_Evi_11,Igbo_Evi_50,Igbo_Evi_51",neither,"Conflicting or uncertain evidence: *, felicitous",Igbo,NA,NA,NA,NA,NA,NA
"nwere ike ... ,ma o bu",nwere ike ... ma o bu,disj-nspk-sta-exc,0,0,,1,0,0,0,0,1,"Igbo_Evi_12,Igbo_Evi_47,Igbo_Evi_53",neither,,Igbo,NA,NA,NA,NA,NA,NA
"nwere ike ... ,ma o bu",nwere ike ... ma o bu,disj-spk,0,0,,1,0,1,0,0,?,"Igbo_Evi_9,Igbo_Evi_10,Igbo_Evi_42,Igbo_Evi_43,Igbo_Evi_45,Igbo_Evi_46,Igbo_Evi_49",neither,"Conflicting or uncertain evidence: *, felicitous, infelicitous",Igbo,NA,NA,NA,NA,NA,NA
"nwere ike ... ,ma o bu",nwere ike ... ma o bu,fc,0,0,,0,0,0,0,1,1,"Igbo_Evi_19,Igbo_Evi_61",neither,,Igbo,NA,NA,NA,NA,NA,NA
"nwere ike ... ,ma o bu",nwere ike ... nwere ike ... ma o bu,disj-nspk-sta-inc,?,0,,1,0,0,0,0,1,Igbo_Evi_13,neither,,Igbo,NA,NA,NA,NA,NA,NA
-de,-de,conj-nocontrast-sta,1,0,0,1,0,1,0,0,1,jp_ev_001,neither,,Japanese,NA,NA,NA,NA,NA,NA
-de,-de,conj-contrast-sta,1,0,1,1,0,1,0,0,1,jp_ev_042,neither,,Japanese,NA,NA,NA,NA,NA,NA
-de,-de,disj-spk,0,0,,1,0,1,0,0,0,jp_ev_047,neither,,Japanese,NA,NA,NA,NA,NA,NA
-de,-de,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,jp_ev_052,neither,,Japanese,NA,NA,NA,NA,NA,NA
-de,-de,neither-sta,0,1,,1,0,0,0,0,0,jp_ev_057,neither,,Japanese,NA,NA,NA,NA,NA,NA
katsu,-de katsu,conj-nocontrast-sta,1,0,0,1,0,1,0,0,1,jp_ev_002,neither,,Japanese,NA,NA,NA,NA,NA,NA
katsu,-de katsu,conj-contrast-sta,1,0,1,1,0,1,0,0,1,jp_ev_043,neither,,Japanese,NA,NA,NA,NA,NA,NA
katsu,-de katsu,disj-spk,0,0,,1,0,1,0,0,0,jp_ev_048,neither,,Japanese,NA,NA,NA,NA,NA,NA
katsu,-de katsu,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,jp_ev_053,neither,,Japanese,NA,NA,NA,NA,NA,NA
katsu,-de katsu,neither-sta,0,1,,1,0,0,0,0,0,jp_ev_058,neither,,Japanese,NA,NA,NA,NA,NA,NA
mata,-de mata,conj-nocontrast-sta,1,0,0,1,0,1,0,0,1,jp_ev_003,neither,,Japanese,NA,NA,NA,NA,NA,NA
mata,-de mata,conj-contrast-sta,1,0,1,1,0,1,0,0,1,jp_ev_044,neither,,Japanese,NA,NA,NA,NA,NA,NA
mata,-de mata,disj-spk,0,0,,1,0,1,0,0,0,jp_ev_049,neither,,Japanese,NA,NA,NA,NA,NA,NA
mata,-de mata,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,jp_ev_054,neither,,Japanese,NA,NA,NA,NA,NA,NA
mata,-de mata,neither-sta,0,1,,1,0,0,0,0,0,jp_ev_059,neither,,Japanese,NA,NA,NA,NA,NA,NA
soshite,-de soshite,conj-nocontrast-sta,1,0,0,1,0,1,0,0,1,jp_ev_004,neither,,Japanese,NA,NA,NA,NA,NA,NA
soshite,-de soshite,conj-contrast-sta,1,0,1,1,0,1,0,0,1,jp_ev_045,neither,,Japanese,NA,NA,NA,NA,NA,NA
soshite,-de soshite,disj-spk,0,0,,1,0,1,0,0,0,jp_ev_050,neither,,Japanese,NA,NA,NA,NA,NA,NA
soshite,-de soshite,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,jp_ev_055,neither,,Japanese,NA,NA,NA,NA,NA,NA
soshite,-de soshite,neither-sta,0,1,,1,0,0,0,0,0,jp_ev_060,neither,,Japanese,NA,NA,NA,NA,NA,NA
sorekara,-de sorekara,conj-nocontrast-sta,1,0,0,1,0,1,0,0,1,jp_ev_005,neither,,Japanese,NA,NA,NA,NA,NA,NA
sorekara,-de sorekara,conj-contrast-sta,1,0,1,1,0,1,0,0,1,jp_ev_046,neither,,Japanese,NA,NA,NA,NA,NA,NA
sorekara,-de sorekara,disj-spk,0,0,,1,0,1,0,0,0,jp_ev_051,neither,,Japanese,NA,NA,NA,NA,NA,NA
sorekara,-de sorekara,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,jp_ev_056,neither,,Japanese,NA,NA,NA,NA,NA,NA
sorekara,-de sorekara,neither-sta,0,1,,1,0,0,0,0,0,jp_ev_061,neither,,Japanese,NA,NA,NA,NA,NA,NA
-shi,-shi,conj-nocontrast-epi,1,0,0,0,0,1,0,0,1,jp_ev_006,neither,,Japanese,NA,NA,NA,NA,NA,NA
-shi,-shi,conj-contrast-epi,1,0,1,0,0,1,0,0,1,jp_ev_062,neither,,Japanese,NA,NA,NA,NA,NA,NA
-shi,-shi,disj-spk,0,0,,1,0,1,0,0,0,jp_ev_064,neither,,Japanese,NA,NA,NA,NA,NA,NA
-shi,-shi,disj-nspk-epi-exc,0,0,,0,0,0,0,0,0,jp_ev_066,neither,,Japanese,NA,NA,NA,NA,NA,NA
-shi,-shi,neither-epi,0,1,,0,1,0,0,0,0,jp_ev_068,neither,,Japanese,NA,NA,NA,NA,NA,NA
mata,-shi mata,conj-nocontrast-epi,1,0,0,0,0,1,0,0,1,jp_ev_007,neither,,Japanese,NA,NA,NA,NA,NA,NA
mata,-shi mata,conj-contrast-epi,1,0,1,0,0,1,0,0,1,jp_ev_063,neither,,Japanese,NA,NA,NA,NA,NA,NA
mata,-shi mata,disj-spk,0,0,,1,0,1,0,0,0,jp_ev_065,neither,,Japanese,NA,NA,NA,NA,NA,NA
mata,-shi mata,disj-nspk-epi-exc,0,0,,0,0,0,0,0,0,jp_ev_067,neither,,Japanese,NA,NA,NA,NA,NA,NA
mata,-shi mata,neither-epi,0,1,,0,1,0,0,0,0,jp_ev_069,neither,,Japanese,NA,NA,NA,NA,NA,NA
-ga,-ga,conj-contrast-sta,1,0,1,1,0,1,0,0,1,jp_ev_008,neither,,Japanese,NA,NA,NA,NA,NA,NA
-ga,-ga,conj-contrast-epi,1,0,1,0,0,1,0,0,1,jp_ev_012,neither,,Japanese,NA,NA,NA,NA,NA,NA
-ga,-ga,conj-contrast-negp-sta,1,0,1,1,1,1,0,0,1,jp_ev_016,neither,,Japanese,NA,NA,NA,NA,NA,NA
-ga,-ga,conj-contrast-negp-epi,1,0,1,0,1,1,0,0,1,jp_ev_017,neither,,Japanese,NA,NA,NA,NA,NA,NA
-ga,-ga,conj-nocontrast-sta,1,0,0,1,0,1,0,0,1,jp_ev_070,neither,,Japanese,NA,NA,NA,NA,NA,NA
-ga,-ga,disj-spk,0,0,,1,0,1,0,0,0,jp_ev_074,neither,,Japanese,NA,NA,NA,NA,NA,NA
-ga,-ga,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,jp_ev_078,neither,,Japanese,NA,NA,NA,NA,NA,NA
-ga,-ga,neither-sta,0,1,,1,0,0,0,0,0,jp_ev_082,neither,,Japanese,NA,NA,NA,NA,NA,NA
shikashi,-ga shikashi,conj-contrast-sta,1,0,1,1,0,1,0,0,1,jp_ev_009,neither,,Japanese,NA,NA,NA,NA,NA,NA
shikashi,-ga shikashi,conj-contrast-epi,1,0,1,0,0,1,0,0,1,jp_ev_013,neither,,Japanese,NA,NA,NA,NA,NA,NA
shikashi,-ga shikashi,conj-nocontrast-sta,1,0,0,1,0,1,0,0,?,jp_ev_071,neither,Judgment is '??',Japanese,NA,NA,NA,NA,NA,NA
shikashi,-ga shikashi,disj-spk,0,0,,1,0,1,0,0,0,jp_ev_075,neither,,Japanese,NA,NA,NA,NA,NA,NA
shikashi,-ga shikashi,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,jp_ev_079,neither,,Japanese,NA,NA,NA,NA,NA,NA
shikashi,-ga shikashi,neither-sta,0,1,,1,0,0,0,0,0,jp_ev_083,neither,,Japanese,NA,NA,NA,NA,NA,NA
tokoroga,-ga tokoroga,conj-contrast-sta,1,0,1,1,0,1,0,0,1,jp_ev_010,neither,,Japanese,NA,NA,NA,NA,NA,NA
tokoroga,-ga tokoroga,conj-contrast-epi,1,0,1,0,0,1,0,0,1,jp_ev_014,neither,,Japanese,NA,NA,NA,NA,NA,NA
tokoroga,-ga tokoroga,conj-nocontrast-sta,1,0,0,1,0,1,0,0,?,jp_ev_072,neither,Judgment is '??',Japanese,NA,NA,NA,NA,NA,NA
tokoroga,-ga tokoroga,disj-spk,0,0,,1,0,1,0,0,0,jp_ev_076,neither,,Japanese,NA,NA,NA,NA,NA,NA
tokoroga,-ga tokoroga,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,jp_ev_080,neither,,Japanese,NA,NA,NA,NA,NA,NA
tokoroga,-ga tokoroga,neither-sta,0,1,,1,0,0,0,0,0,jp_ev_084,neither,,Japanese,NA,NA,NA,NA,NA,NA
demo,-ga demo,conj-contrast-sta,1,0,1,1,0,1,0,0,1,jp_ev_011,neither,,Japanese,NA,NA,NA,NA,NA,NA
demo,-ga demo,conj-contrast-epi,1,0,1,0,0,1,0,0,1,jp_ev_015,neither,,Japanese,NA,NA,NA,NA,NA,NA
demo,-ga demo,conj-nocontrast-sta,1,0,0,1,0,1,0,0,?,jp_ev_073,neither,Judgment is '??',Japanese,NA,NA,NA,NA,NA,NA
demo,-ga demo,disj-spk,0,0,,1,0,1,0,0,0,jp_ev_077,neither,,Japanese,NA,NA,NA,NA,NA,NA
demo,-ga demo,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,jp_ev_081,neither,,Japanese,NA,NA,NA,NA,NA,NA
demo,-ga demo,neither-sta,0,1,,1,0,0,0,0,0,jp_ev_085,neither,,Japanese,NA,NA,NA,NA,NA,NA
-ka,-ka,disj-spk,0,0,,1,0,1,0,0,1,"jp_ev_018,jp_ev_022",neither,,Japanese,NA,NA,NA,NA,NA,NA
-ka,-ka,disj-nspk-epi,0,0,1,0,0,0,0,0,1,jp_ev_026,neither,,Japanese,NA,NA,NA,NA,NA,NA
-ka,-ka,disj-nspk-sta-exc,0,0,,1,0,0,0,0,1,"jp_ev_028,jp_ev_094",neither,,Japanese,NA,NA,NA,NA,NA,NA
-ka,-ka,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,jp_ev_086,neither,,Japanese,NA,NA,NA,NA,NA,NA
-ka,-ka,conj-contrast-sta,1,0,1,1,0,1,0,0,0,jp_ev_090,neither,,Japanese,NA,NA,NA,NA,NA,NA
-ka,-ka,neither-sta,0,1,,1,0,0,0,0,0,jp_ev_098,neither,,Japanese,NA,NA,NA,NA,NA,NA
-ka ... -ka,-ka ... -ka,disj-spk,0,0,,1,0,1,0,0,1,"jp_ev_019,jp_ev_023",neither,,Japanese,NA,NA,NA,NA,NA,NA
-ka ... -ka,-ka ... -ka,disj-nspk-sta-exc,0,0,,1,0,0,0,0,1,"jp_ev_029,jp_ev_097",neither,,Japanese,NA,NA,NA,NA,NA,NA
-ka ... -ka,-ka ... -ka,disj-nspk-epi-q,0,0,1,0,0,0,1,0,1,jp_ev_032,neither,,Japanese,NA,NA,NA,NA,NA,NA
-ka ... -ka,-ka ... -ka,disj-nspk-sta-q,?,0,,1,0,0,1,0,1,jp_ev_034,neither,,Japanese,NA,NA,NA,NA,NA,NA
-ka ... -ka,-ka ... -ka,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,jp_ev_089,neither,,Japanese,NA,NA,NA,NA,NA,NA
-ka ... -ka,-ka ... -ka,conj-contrast-sta,1,0,1,1,0,1,0,0,0,jp_ev_093,neither,,Japanese,NA,NA,NA,NA,NA,NA
-ka ... -ka,-ka ... -ka,neither-sta,0,1,,1,0,0,0,0,0,jp_ev_101,neither,,Japanese,NA,NA,NA,NA,NA,NA
matawa,-ka matawa,disj-spk,0,0,,1,0,1,0,0,1,"jp_ev_020,jp_ev_024",neither,,Japanese,NA,NA,NA,NA,NA,NA
matawa,-ka matawa,disj-nspk-epi,0,0,1,0,0,0,0,0,1,jp_ev_027,neither,,Japanese,NA,NA,NA,NA,NA,NA
matawa,-ka matawa,disj-nspk-sta-exc,0,0,,1,0,0,0,0,1,jp_ev_030,neither,,Japanese,NA,NA,NA,NA,NA,NA
matawa,-ka matawa,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,jp_ev_087,neither,,Japanese,NA,NA,NA,NA,NA,NA
matawa,-ka matawa,conj-contrast-sta,1,0,1,1,0,1,0,0,0,jp_ev_091,neither,,Japanese,NA,NA,NA,NA,NA,NA
matawa,-ka matawa,neither-sta,0,1,,1,0,0,0,0,0,jp_ev_099,neither,,Japanese,NA,NA,NA,NA,NA,NA
matawa,-ka matawa -ka,disj-spk,0,0,,1,0,1,0,0,1,"jp_ev_021,jp_ev_025",neither,,Japanese,NA,NA,NA,NA,NA,NA
matawa,-ka matawa -ka,disj-nspk-sta-exc,0,0,,1,0,0,0,0,1,"jp_ev_031,jp_ev_096",neither,,Japanese,NA,NA,NA,NA,NA,NA
matawa,-ka matawa -ka,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,jp_ev_088,neither,,Japanese,NA,NA,NA,NA,NA,NA
matawa,-ka matawa -ka,conj-contrast-sta,1,0,1,1,0,1,0,0,0,jp_ev_092,neither,,Japanese,NA,NA,NA,NA,NA,NA
matawa,-ka matawa -ka,neither-sta,0,1,,1,0,0,0,0,0,jp_ev_100,neither,,Japanese,NA,NA,NA,NA,NA,NA
soretomo,-ka soretomo -ka,disj-nspk-epi-q,0,0,1,0,0,0,1,0,1,jp_ev_033,neither,,Japanese,NA,NA,NA,NA,NA,NA
soretomo,-ka soretomo -ka,disj-nspk-sta-q,?,0,,1,0,0,1,0,1,jp_ev_035,neither,,Japanese,NA,NA,NA,NA,NA,NA
mata,nai-shi mata ... nai,neither-sta,0,1,,1,0,0,0,0,1,jp_ev_036,below,,Japanese,NA,NA,NA,NA,NA,NA
mata,nai-shi mata ... nai,neither-epi,0,1,,0,1,0,0,0,1,jp_ev_039,below,,Japanese,NA,NA,NA,NA,NA,NA
mata,nai-shi mata ... nai,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,jp_ev_102,below,,Japanese,NA,NA,NA,NA,NA,NA
mata,nai-shi mata ... nai,conj-contrast-sta,1,0,1,1,0,1,0,0,0,jp_ev_105,below,,Japanese,NA,NA,NA,NA,NA,NA
mata,nai-shi mata ... nai,disj-spk,0,0,,1,0,1,0,0,0,jp_ev_108,below,,Japanese,NA,NA,NA,NA,NA,NA
mata,nai-shi mata ... nai,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,jp_ev_111,below,,Japanese,NA,NA,NA,NA,NA,NA
sorekara,nai-shi sorekara ... nai,neither-sta,0,1,,1,0,0,0,0,1,jp_ev_037,below,,Japanese,NA,NA,NA,NA,NA,NA
sorekara,nai-shi sorekara ... nai,neither-epi,0,1,,0,1,0,0,0,?,jp_ev_041,below,Judgment is '??',Japanese,NA,NA,NA,NA,NA,NA
sorekara,nai-shi sorekara ... nai,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,jp_ev_103,below,,Japanese,NA,NA,NA,NA,NA,NA
sorekara,nai-shi sorekara ... nai,conj-contrast-sta,1,0,1,1,0,1,0,0,0,jp_ev_106,below,,Japanese,NA,NA,NA,NA,NA,NA
sorekara,nai-shi sorekara ... nai,disj-spk,0,0,,1,0,1,0,0,0,jp_ev_109,below,,Japanese,NA,NA,NA,NA,NA,NA
sorekara,nai-shi sorekara ... nai,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,jp_ev_112,below,,Japanese,NA,NA,NA,NA,NA,NA
soshite,nai-shi soshite ... nai,neither-sta,0,1,,1,0,0,0,0,1,jp_ev_038,below,,Japanese,NA,NA,NA,NA,NA,NA
soshite,nai-shi soshite ... nai,neither-epi,0,1,,0,1,0,0,0,1,jp_ev_040,below,,Japanese,NA,NA,NA,NA,NA,NA
soshite,nai-shi soshite ... nai,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,jp_ev_104,below,,Japanese,NA,NA,NA,NA,NA,NA
soshite,nai-shi soshite ... nai,conj-contrast-sta,1,0,1,1,0,1,0,0,0,jp_ev_107,below,,Japanese,NA,NA,NA,NA,NA,NA
soshite,nai-shi soshite ... nai,disj-spk,0,0,,1,0,1,0,0,0,jp_ev_110,below,,Japanese,NA,NA,NA,NA,NA,NA
soshite,nai-shi soshite ... nai,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,jp_ev_113,below,,Japanese,NA,NA,NA,NA,NA,NA
nangk,nangk,conj-nocontrast-sta,1,0,0,1,0,1,0,0,1,Khmer_evidence_1,neither,,Khmer,NA,NA,NA,NA,NA,NA
nangk,nangk,conj-nocontrast-epi,1,0,0,0,0,1,0,0,1,Khmer_evidence_4,neither,,Khmer,NA,NA,NA,NA,NA,NA
nangk,nangk,disj-spk,0,0,,1,0,1,0,0,0,Khmer_evidence_22,neither,,Khmer,NA,NA,NA,NA,NA,NA
nangk,nangk,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,Khmer_evidence_24,neither,,Khmer,NA,NA,NA,NA,NA,NA
nangk,nangk,disj-nspk-sta-inc,?,0,,1,0,0,0,0,0,Khmer_evidence_26,neither,,Khmer,NA,NA,NA,NA,NA,NA
nangk,nangk,neither-sta,0,1,,1,0,0,0,0,0,Khmer_evidence_28,neither,,Khmer,NA,NA,NA,NA,NA,NA
haj,haj,conj-nocontrast-sta,1,0,0,1,0,1,0,0,1,Khmer_evidence_2,neither,,Khmer,NA,NA,NA,NA,NA,NA
haj,haj,conj-nocontrast-epi,1,0,0,0,0,1,0,0,1,Khmer_evidence_5,neither,,Khmer,NA,NA,NA,NA,NA,NA
haj,haj,disj-spk,0,0,,1,0,1,0,0,0,Khmer_evidence_23,neither,,Khmer,NA,NA,NA,NA,NA,NA
haj,haj,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,Khmer_evidence_25,neither,,Khmer,NA,NA,NA,NA,NA,NA
haj,haj,disj-nspk-sta-inc,?,0,,1,0,0,0,0,0,Khmer_evidence_27,neither,,Khmer,NA,NA,NA,NA,NA,NA
haj,haj,neither-sta,0,1,,1,0,0,0,0,0,Khmer_evidence_29,neither,,Khmer,NA,NA,NA,NA,NA,NA
∅,juxtaposition,conj-nocontrast-sta,1,0,0,1,0,1,0,0,1,Khmer_evidence_3,neither,,Khmer,NA,NA,NA,NA,NA,NA
∅,juxtaposition,conj-contrast-sta,1,0,1,1,0,1,0,0,?,"Khmer_evidence_32, Khmer_evidence_33",neither,Judgment is recorded as ?(?),Khmer,NA,NA,NA,NA,NA,NA
∅,juxtaposition,disj-spk,0,0,,1,0,1,0,0,0,Khmer_evidence_43,neither,,Khmer,NA,NA,NA,NA,NA,NA
pon.tai,pon.tai,conj-contrast-sta,1,0,1,1,0,1,0,0,1,"Khmer_evidence_6, Khmer_evidence_7, Khmer_evidence_30, Khmer_evidence_31",neither,,Khmer,NA,NA,NA,NA,NA,NA
pon.tai,pon.tai,conj-contrast-epi,1,0,1,0,0,1,0,0,1,Khmer_evidence_8,neither,,Khmer,NA,NA,NA,NA,NA,NA
pon.tai,pon.tai,conj-contrast-negp-sta,1,0,1,1,1,1,0,0,1,Khmer_evidence_9,neither,,Khmer,NA,NA,NA,NA,NA,NA
pon.tai,pon.tai,conj-contrast-negp-epi,1,0,1,0,1,1,0,0,1,Khmer_evidence_10,neither,,Khmer,NA,NA,NA,NA,NA,NA
pon.tai,pon.tai,disj-spk,0,0,,1,0,1,0,0,0,"Khmer_evidence_34, Khmer_evidence_35",neither,,Khmer,NA,NA,NA,NA,NA,NA
pon.tai,pon.tai,disj-nspk-sta-exc,0,0,,1,0,0,0,0,0,"Khmer_evidence_36, Khmer_evidence_37",neither,,Khmer,NA,NA,NA,NA,NA,NA
pon.tai,pon.tai,disj-nspk-sta-inc,?,0,,1,0,0,0,0,0,"Khmer_evidence_38, Khmer_evidence_39",neither,,Khmer,NA,NA,NA,NA,NA,NA
pon.tai,pon.tai,neither-sta,0,1,,1,0,0,0,0,0,"Khmer_evidence_40, Khmer_evidence_41",neither,,Khmer,NA,NA,NA,NA,NA,NA
reuh,reuh,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,Khmer_evidence_44,neither,,Khmer,NA,NA,NA,NA,NA,NA
reuh,reuh,conj-contrast-sta,1,0,1,1,0,1,0,0,0,Khmer_evidence_45,neither,,Khmer,NA,NA,NA,NA,NA,NA
reuh,reuh,disj-spk,0,0,,1,0,1,0,0,1,"Khmer_evidence_11, Khmer_evidence_12, Khmer_evidence_42",neither,,Khmer,NA,NA,NA,NA,NA,NA
reuh,reuh,disj-nspk-epi,0,0,1,0,0,0,0,0,1,"Khmer_evidence_13, Khmer_evidence_14",neither,,Khmer,NA,NA,NA,NA,NA,NA
reuh,reuh,disj-nspk-sta-exc,0,0,,1,0,0,0,0,1,"Khmer_evidence_15, Khmer_evidence_46",neither,,Khmer,NA,NA,NA,NA,NA,NA
reuh,reuh,disj-nspk-sta-inc,?,0,,1,0,0,0,0,1,"Khmer_evidence_16, Khmer_evidence_47",neither,,Khmer,NA,NA,NA,NA,NA,NA
reuh,reuh,disj-nspk-q-exc,0,0,1,0,0,0,1,0,1,Khmer_evidence_17,neither,,Khmer,NA,NA,NA,NA,NA,NA
reuh,reuh,disj-nspk-q-inc,?,0,,1,0,0,1,0,1,Khmer_evidence_18,neither,,Khmer,NA,NA,NA,NA,NA,NA
reuh,reuh,neither-sta,0,0,,1,0,0,0,0,0,Khmer_evidence_48,neither,,Khmer,NA,NA,NA,NA,NA,NA
reuh,reuh,fc,0,0,,0,0,0,0,1,1,Khmer_evidence_21,neither,,Khmer,NA,NA,NA,NA,NA,NA
haj,m-nmen … haj … m-nmen …,neither-sta,0,1,,1,0,0,0,0,1,Khmer_evidence_19,below,,Khmer,NA,NA,NA,NA,NA,NA
haj,m-n … haj … m-n …,neither-epi,0,1,,0,1,0,0,0,1,Khmer_evidence_20,below,,Khmer,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,conj-nocontrast-epi,1,0,0,0,0,1,0,0,1,"kii_ev_3,kii_ev_30",neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,conj-nocontrast-sta,1,0,0,1,0,1,0,0,0,kii_ev_22,neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,conj-contrast-epi,1,0,1,0,0,1,0,0,0,kii_ev_36,neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,conj-contrast-negp-epi,1,0,1,0,1,1,0,0,1,kii_ev_38,neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,conj-contrast-negp-sta,1,0,1,1,1,1,0,0,1,kii_ev_37,neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,conj-contrast-sta,1,0,1,1,0,1,0,0,0,kii_ev_31,neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,disj-nspk-epi,0,0,1,0,0,0,0,0,0,kii_ev_58,neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,disj-nspk-sta-exc,0,0,0,1,0,0,0,0,0,kii_ev_59,neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,disj-spk-sta,0,0,0,1,0,1,0,0,0,kii_ev_39,neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
juxtaposition,juxtaposition,neither-sta,0,1,0,1,0,0,0,0,0,kii_ev_64,neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
kana,MOD + kana,disj-nspk-epi,0,0,1,0,0,0,0,0,1,"kii_ev_13,kii_ev_56",neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
kana,MOD + kana,disj-nspk-sta-inc,?,0,0,1,0,0,0,0,1,"kii_ev_15,kii_ev_27,kii_ev_32,kii_ev_52,kii_ev_53",neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
kana,MOD + kana,disj-spk-sta,0,0,0,1,0,1,0,0,1,"kii_ev_10,kii_ev_11",neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
kana,kana,disj-nspk-epi,0,0,1,0,0,0,0,0,0,kii_ev_57,neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
kana,kana,disj-nspk-sta-exc,0,0,0,1,0,0,0,0,?,"kii_ev_14,kii_ev_47,kii_ev_48",neither,Conflicting evidence,Kiitharaka,NA,NA,NA,NA,NA,NA
kana,kana,disj-nspk-sta-inc,?,0,0,1,0,0,0,0,0,"kii_ev_50,kii_ev_51",neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
kana,kana,disj-q-epi,0,0,1,0,0,0,1,0,1,"kii_ev_16,kii_ev_61",neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
kana,kana,disj-q-sta,?,0,0,1,0,0,1,0,1,kii_ev_17,neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
kana,kana,disj-spk-sta,0,0,0,1,0,1,0,0,?,"kii_ev_40,kii_ev_41",neither,Conflicting evidence,Kiitharaka,NA,NA,NA,NA,NA,NA
kana,kana,fc,0,0,0,0,0,0,0,1,?,"kii_ev_20,kii_ev_70,kii_ev_71",neither,Conflicting evidence,Kiitharaka,NA,NA,NA,NA,NA,NA
kana,kana,neither-sta,0,1,0,1,0,0,0,0,0,kii_ev_55,neither,,Kiitharaka,NA,NA,NA,NA,NA,NA
